elapsed_ms,current_diff,current_A,distance_cm,command
64025,7,0.342,181,FORWARD
64124,7,0.342,178,FORWARD
64224,8,0.391,177,FORWARD
64324,8,0.391,171,FORWARD
64424,7,0.342,168,FORWARD
64524,8,0.391,162,FORWARD
64624,9,0.44,171,FORWARD
64724,7,0.342,150,FORWARD
64824,8,0.391,162,FORWARD
64924,9,0.44,158,FORWARD
65024,9,0.44,139,FORWARD
65123,8,0.391,149,FORWARD
65223,6,0.293,147,FORWARD
65323,8,0.391,139,FORWARD
65423,10,0.489,121,FORWARD
65523,7,0.342,130,FORWARD
65623,7,0.342,125,FORWARD
65723,6,0.293,90,FORWARD
65823,7,0.342,66,FORWARD
65923,7,0.342,96,FORWARD
66023,8,0.391,108,FORWARD
66122,8,0.391,104,FORWARD
66222,9,0.44,98,FORWARD
66322,8,0.391,93,FORWARD
66422,6,0.293,90,FORWARD
66522,9,0.44,85,FORWARD
66622,9,0.44,81,FORWARD
66722,9,0.44,76,FORWARD
66822,8,0.391,29,FORWARD
66922,7,0.342,56,FORWARD
67022,9,0.44,65,FORWARD
67121,9,0.44,63,FORWARD
67221,7,0.342,58,FORWARD
67321,10,0.489,70,FORWARD
67421,10,0.489,52,FORWARD
67521,9,0.44,150,FORWARD
67621,8,0.391,61,FORWARD
67721,8,0.391,56,FORWARD
67821,8,0.391,56,STOP
67921,0,0,60,STOP
68021,0,0,55,STOP
68120,0,0,122,STOP
68220,0,0,122,STOP
68320,0,0,107,STOP
68420,0,0,103,STOP
68520,0,0,123,STOP
68620,0,0,102,STOP
68720,0,0,121,STOP
68820,0,0,122,STOP
68920,0,0,121,STOP
69020,0,0,102,STOP
69119,0,0,121,STOP
69219,0,0,93,STOP
69319,0,0,96,STOP
